"Subject_ID" "Activity" "Measurement" "Average"
"137" 1 "Walking_Upstairs" "tBodyAcc-std()-Y" -0.00232026501698113
"138" 1 "Walking_Upstairs" "tBodyAcc-std()-Z" -0.0194792388471698
"139" 1 "Walking_Upstairs" "tBodyAccJerk-mean()-X" 0.101372729922642
"140" 1 "Walking_Upstairs" "tBodyAccJerk-mean()-Y" 0.0194863076188679
"141" 1 "Walking_Upstairs" "tBodyAccJerk-mean()-Z" -0.0455625449113208
"142" 1 "Walking_Upstairs" "tBodyAccJerk-std()-X" -0.446843887735849
"143" 1 "Walking_Upstairs" "tBodyAccJerk-std()-Y" -0.378274426037736
"144" 1 "Walking_Upstairs" "tBodyAccJerk-std()-Z" -0.706593530943396
"145" 1 "Walking_Upstairs" "tBodyAccJerkMag-mean()" -0.466503446226415
"146" 1 "Walking_Upstairs" "tBodyAccJerkMag-std()" -0.478991622075472
"147" 1 "Walking_Upstairs" "tBodyAccMag-mean()" -0.129927630735849
"148" 1 "Walking_Upstairs" "tBodyAccMag-std()" -0.324970929245283
"149" 1 "Walking_Upstairs" "tBodyGyro-mean()-X" 0.050549379754717
"150" 1 "Walking_Upstairs" "tBodyGyro-mean()-Y" -0.166170015088679
"151" 1 "Walking_Upstairs" "tBodyGyro-mean()-Z" 0.0583595463981132
"152" 1 "Walking_Upstairs" "tBodyGyro-std()-X" -0.544871104528302
"153" 1 "Walking_Upstairs" "tBodyGyro-std()-Y" 0.00410518379811321
"154" 1 "Walking_Upstairs" "tBodyGyro-std()-Z" -0.50716867490566
"155" 1 "Walking_Upstairs" "tBodyGyroJerk-mean()-X" -0.122232768011321
"156" 1 "Walking_Upstairs" "tBodyGyroJerk-mean()-Y" -0.0421485884509434
"157" 1 "Walking_Upstairs" "tBodyGyroJerk-mean()-Z" -0.0407125527654717
"158" 1 "Walking_Upstairs" "tBodyGyroJerk-std()-X" -0.614786508490566
"159" 1 "Walking_Upstairs" "tBodyGyroJerk-std()-Y" -0.601696656226415
"160" 1 "Walking_Upstairs" "tBodyGyroJerk-std()-Z" -0.606332002264151
"161" 1 "Walking_Upstairs" "tBodyGyroJerkMag-mean()" -0.59488286509434
"162" 1 "Walking_Upstairs" "tBodyGyroJerkMag-std()" -0.648553044339623
"163" 1 "Walking_Upstairs" "tBodyGyroMag-mean()" -0.126735589969811
"164" 1 "Walking_Upstairs" "tBodyGyroMag-std()" -0.14861931805283
"165" 1 "Walking_Upstairs" "tGravityAcc-mean()-X" 0.89335109754717
"166" 1 "Walking_Upstairs" "tGravityAcc-mean()-Y" -0.362153364339623
"167" 1 "Walking_Upstairs" "tGravityAcc-mean()-Z" -0.075402939754717
"168" 1 "Walking_Upstairs" "tGravityAcc-std()-X" -0.956367027924528
"169" 1 "Walking_Upstairs" "tGravityAcc-std()-Y" -0.952849233207547
"170" 1 "Walking_Upstairs" "tGravityAcc-std()-Z" -0.912379410377358
"171" 1 "Walking_Upstairs" "tGravityAccMag-mean()" -0.129927630735849
"172" 1 "Walking_Upstairs" "tGravityAccMag-std()" -0.324970929245283
"173" 1 "Walking_Downstairs" "angle(tBodyAccJerkMean),gravityMean)" 0.0899316865510204
"174" 1 "Walking_Downstairs" "angle(tBodyAccMean,gravity)" -0.00269512515918367
"175" 1 "Walking_Downstairs" "angle(tBodyGyroJerkMean,gravityMean)" -0.0399768458163265
"176" 1 "Walking_Downstairs" "angle(tBodyGyroMean,gravityMean)" 0.0633382849183673
"177" 1 "Walking_Downstairs" "angle(X,gravityMean)" -0.744483753469388
"178" 1 "Walking_Downstairs" "angle(Y,gravityMean)" 0.267245784693878
"179" 1 "Walking_Downstairs" "angle(Z,gravityMean)" 0.0650047072244898
"180" 1 "Walking_Downstairs" "fBodyAcc-mean()-X" 0.0382291831510204
"181" 1 "Walking_Downstairs" "fBodyAcc-mean()-Y" 0.00154990783591837
"182" 1 "Walking_Downstairs" "fBodyAcc-mean()-Z" -0.225574471693878
"183" 1 "Walking_Downstairs" "fBodyAcc-meanFreq()-X" -0.307395198687755
"184" 1 "Walking_Downstairs" "fBodyAcc-meanFreq()-Y" 0.0632200839346939
"185" 1 "Walking_Downstairs" "fBodyAcc-meanFreq()-Z" 0.294322700810612
"186" 1 "Walking_Downstairs" "fBodyAcc-std()-X" 0.0243308391387755
"187" 1 "Walking_Downstairs" "fBodyAcc-std()-Y" -0.112963739953061
"188" 1 "Walking_Downstairs" "fBodyAcc-std()-Z" -0.297927894693878
"189" 1 "Walking_Downstairs" "fBodyAccJerk-mean()-X" -0.0276638676122449
"190" 1 "Walking_Downstairs" "fBodyAccJerk-mean()-Y" -0.12866715764898
"191" 1 "Walking_Downstairs" "fBodyAccJerk-mean()-Z" -0.288334735714286
"192" 1 "Walking_Downstairs" "fBodyAccJerk-meanFreq()-X" -0.253164344918367
"193" 1 "Walking_Downstairs" "fBodyAccJerk-meanFreq()-Y" -0.33758970122449
"194" 1 "Walking_Downstairs" "fBodyAccJerk-meanFreq()-Z" 0.00937223889183673
"195" 1 "Walking_Downstairs" "fBodyAccJerk-std()-X" -0.0863278966402041
"196" 1 "Walking_Downstairs" "fBodyAccJerk-std()-Y" -0.134580008877551
"197" 1 "Walking_Downstairs" "fBodyAccJerk-std()-Z" -0.401721464285714
"198" 1 "Walking_Downstairs" "fBodyAccMag-mean()" 0.0965845343040816
"199" 1 "Walking_Downstairs" "fBodyAccMag-meanFreq()" 0.119187142767959
"200" 1 "Walking_Downstairs" "fBodyAccMag-std()" -0.186530301073469
"201" 1 "Walking_Downstairs" "fBodyBodyAccJerkMag-mean()" 0.0262184949326531
"202" 1 "Walking_Downstairs" "fBodyBodyAccJerkMag-meanFreq()" 0.0764915474326531
"203" 1 "Walking_Downstairs" "fBodyBodyAccJerkMag-std()" -0.104052260726531
"204" 1 "Walking_Downstairs" "fBodyBodyGyroJerkMag-mean()" -0.281963359177551
"205" 1 "Walking_Downstairs" "fBodyBodyGyroJerkMag-meanFreq()" 0.190000706165102
"206" 1 "Walking_Downstairs" "fBodyBodyGyroJerkMag-std()" -0.391919876612245
"207" 1 "Walking_Downstairs" "fBodyBodyGyroMag-mean()" -0.185720285744898
"208" 1 "Walking_Downstairs" "fBodyBodyGyroMag-meanFreq()" 0.349613895469388
"209" 1 "Walking_Downstairs" "fBodyBodyGyroMag-std()" -0.398350390122449
"210" 1 "Walking_Downstairs" "fBodyGyro-mean()-X" -0.352449631363265
"211" 1 "Walking_Downstairs" "fBodyGyro-mean()-Y" -0.0557022524693878
"212" 1 "Walking_Downstairs" "fBodyGyro-mean()-Z" -0.0318694271979592
"213" 1 "Walking_Downstairs" "fBodyGyro-meanFreq()-X" -0.100453729040816
"214" 1 "Walking_Downstairs" "fBodyGyro-meanFreq()-Y" 0.0825511487183673
"215" 1 "Walking_Downstairs" "fBodyGyro-meanFreq()-Z" -0.0756762067714286
"216" 1 "Walking_Downstairs" "fBodyGyro-std()-X" -0.495422486102041
"217" 1 "Walking_Downstairs" "fBodyGyro-std()-Y" -0.181414728657143
"218" 1 "Walking_Downstairs" "fBodyGyro-std()-Z" -0.238443565306122
"219" 1 "Walking_Downstairs" "tBodyAcc-mean()-X" 0.289188320408163
"220" 1 "Walking_Downstairs" "tBodyAcc-mean()-Y" -0.00991850461020408
"221" 1 "Walking_Downstairs" "tBodyAcc-mean()-Z" -0.107566190908163
"222" 1 "Walking_Downstairs" "tBodyAcc-std()-X" 0.0300353383483878
"223" 1 "Walking_Downstairs" "tBodyAcc-std()-Y" -0.0319359434489796
"224" 1 "Walking_Downstairs" "tBodyAcc-std()-Z" -0.230434213204082
"225" 1 "Walking_Downstairs" "tBodyAccJerk-mean()-X" 0.0541553164897959
"226" 1 "Walking_Downstairs" "tBodyAccJerk-mean()-Y" 0.0296504490408163
"227" 1 "Walking_Downstairs" "tBodyAccJerk-mean()-Z" -0.0109719730183673
"228" 1 "Walking_Downstairs" "tBodyAccJerk-std()-X" -0.012283860544898
"229" 1 "Walking_Downstairs" "tBodyAccJerk-std()-Y" -0.101601390640816
"230" 1 "Walking_Downstairs" "tBodyAccJerk-std()-Z" -0.345735032326531
"231" 1 "Walking_Downstairs" "tBodyAccJerkMag-mean()" -0.0894474807979592
"232" 1 "Walking_Downstairs" "tBodyAccJerkMag-std()" -0.0257877197081633
"233" 1 "Walking_Downstairs" "tBodyAccMag-mean()" 0.0271882914106122
"234" 1 "Walking_Downstairs" "tBodyAccMag-std()" 0.0198843506265306
"235" 1 "Walking_Downstairs" "tBodyGyro-mean()-X" -0.0350781902989796
"236" 1 "Walking_Downstairs" "tBodyGyro-mean()-Y" -0.0909371290204082
"237" 1 "Walking_Downstairs" "tBodyGyro-mean()-Z" 0.0900850142030612
"238" 1 "Walking_Downstairs" "tBodyGyro-std()-X" -0.458030542938775
"239" 1 "Walking_Downstairs" "tBodyGyro-std()-Y" -0.126349194938775
"240" 1 "Walking_Downstairs" "tBodyGyro-std()-Z" -0.124702454242857
"241" 1 "Walking_Downstairs" "tBodyGyroJerk-mean()-X" -0.0739592036271429
"242" 1 "Walking_Downstairs" "tBodyGyroJerk-mean()-Y" -0.0439902783367347
"243" 1 "Walking_Downstairs" "tBodyGyroJerk-mean()-Z" -0.0270461061061224
"244" 1 "Walking_Downstairs" "tBodyGyroJerk-std()-X" -0.487027342244898
"245" 1 "Walking_Downstairs" "tBodyGyroJerk-std()-Y" -0.238824827530612
"246" 1 "Walking_Downstairs" "tBodyGyroJerk-std()-Z" -0.268761480242857
"247" 1 "Walking_Downstairs" "tBodyGyroJerkMag-mean()" -0.295463843346939
"248" 1 "Walking_Downstairs" "tBodyGyroJerkMag-std()" -0.306510645530612
"249" 1 "Walking_Downstairs" "tBodyGyroMag-mean()" -0.0757412543673469
"250" 1 "Walking_Downstairs" "tBodyGyroMag-std()" -0.225724368061224
"251" 1 "Walking_Downstairs" "tGravityAcc-mean()-X" 0.931874418979592
"252" 1 "Walking_Downstairs" "tGravityAcc-mean()-Y" -0.266610338979592
"253" 1 "Walking_Downstairs" "tGravityAcc-mean()-Z" -0.0621199585938775
"254" 1 "Walking_Downstairs" "tGravityAcc-std()-X" -0.950559811632653
"255" 1 "Walking_Downstairs" "tGravityAcc-std()-Y" -0.937018658979592
"256" 1 "Walking_Downstairs" "tGravityAcc-std()-Z" -0.895939695102041
"257" 1 "Walking_Downstairs" "tGravityAccMag-mean()" 0.0271882914106122
"258" 1 "Walking_Downstairs" "tGravityAccMag-std()" 0.0198843506265306
"259" 1 "Sitting" "angle(tBodyAccJerkMean),gravityMean)" 0.0297097878297872
"260" 1 "Sitting" "angle(tBodyAccMean,gravity)" 0.0274415479191489
"261" 1 "Sitting" "angle(tBodyGyroJerkMean,gravityMean)" -0.064881619087234
"262" 1 "Sitting" "angle(tBodyGyroMean,gravityMean)" 0.0676981338723404
"263" 1 "Sitting" "angle(X,gravityMean)" -0.591247480212766
"264" 1 "Sitting" "angle(Y,gravityMean)" -0.0604660253808511
"265" 1 "Sitting" "angle(Z,gravityMean)" -0.218017225106383
"266" 1 "Sitting" "fBodyAcc-mean()-X" -0.979641238723404
"267" 1 "Sitting" "fBodyAcc-mean()-Y" -0.944084550425532
"268" 1 "Sitting" "fBodyAcc-mean()-Z" -0.959184889148936
"269" 1 "Sitting" "fBodyAcc-meanFreq()-X" -0.0495135975489362
"270" 1 "Sitting" "fBodyAcc-meanFreq()-Y" 0.0759460768510638
"271" 1 "Sitting" "fBodyAcc-meanFreq()-Z" 0.238829870148936
"272" 1 "Sitting" "fBodyAcc-std()-X" -0.976412313191489
"273" 1 "Sitting" "fBodyAcc-std()-Y" -0.917275006382979
"274" 1 "Sitting" "fBodyAcc-std()-Z" -0.934469558085106
"275" 1 "Sitting" "fBodyAccJerk-mean()-X" -0.986597022553191
"276" 1 "Sitting" "fBodyAccJerk-mean()-Y" -0.981579467021277
"277" 1 "Sitting" "fBodyAccJerk-mean()-Z" -0.986053092340425
"278" 1 "Sitting" "fBodyAccJerk-meanFreq()-X" 0.256610823568085
"279" 1 "Sitting" "fBodyAccJerk-meanFreq()-Y" 0.0475437839595745
"280" 1 "Sitting" "fBodyAccJerk-meanFreq()-Z" 0.0923920032553192
"281" 1 "Sitting" "fBodyAccJerk-std()-X" -0.987492994468085
"282" 1 "Sitting" "fBodyAccJerk-std()-Y" -0.982513909574468
"283" 1 "Sitting" "fBodyAccJerk-std()-Z" -0.988339184893617
"284" 1 "Sitting" "fBodyAccMag-mean()" -0.947782922553192
"285" 1 "Sitting" "fBodyAccMag-meanFreq()" 0.236655011680851
"286" 1 "Sitting" "fBodyAccMag-std()" -0.928444801702128
"287" 1 "Sitting" "fBodyBodyAccJerkMag-mean()" -0.985262126808511
"288" 1 "Sitting" "fBodyBodyAccJerkMag-meanFreq()" 0.351852201957447
"289" 1 "Sitting" "fBodyBodyAccJerkMag-std()" -0.981606177446808
"290" 1 "Sitting" "fBodyBodyGyroJerkMag-mean()" -0.989797547234043
"291" 1 "Sitting" "fBodyBodyGyroJerkMag-meanFreq()" 0.184775928085106
"292" 1 "Sitting" "fBodyBodyGyroJerkMag-std()" -0.987049617234043
"293" 1 "Sitting" "fBodyBodyGyroMag-mean()" -0.958435589361702
"294" 1 "Sitting" "fBodyBodyGyroMag-meanFreq()" -0.000262186717021277
"295" 1 "Sitting" "fBodyBodyGyroMag-std()" -0.932198374893617
"296" 1 "Sitting" "fBodyGyro-mean()-X" -0.976161464042553
"297" 1 "Sitting" "fBodyGyro-mean()-Y" -0.975838585319149
"298" 1 "Sitting" "fBodyGyro-mean()-Z" -0.951315544468085
"299" 1 "Sitting" "fBodyGyro-meanFreq()-X" 0.189153021260851
"300" 1 "Sitting" "fBodyGyro-meanFreq()-Y" 0.0631270669787234
"301" 1 "Sitting" "fBodyGyro-meanFreq()-Z" -0.0297839207446809
"302" 1 "Sitting" "fBodyGyro-std()-X" -0.977904227021277
"303" 1 "Sitting" "fBodyGyro-std()-Y" -0.962345042553192
"304" 1 "Sitting" "fBodyGyro-std()-Z" -0.94391784106383
"305" 1 "Sitting" "tBodyAcc-mean()-X" 0.261237565425532
"306" 1 "Sitting" "tBodyAcc-mean()-Y" -0.00130828765170213
"307" 1 "Sitting" "tBodyAcc-mean()-Z" -0.104544182255319
"308" 1 "Sitting" "tBodyAcc-std()-X" -0.977229008297872
"309" 1 "Sitting" "tBodyAcc-std()-Y" -0.922618641914894
"310" 1 "Sitting" "tBodyAcc-std()-Z" -0.93958629106383
"311" 1 "Sitting" "tBodyAccJerk-mean()-X" 0.0774825199574468
"312" 1 "Sitting" "tBodyAccJerk-mean()-Y" -0.000619102785106384
"313" 1 "Sitting" "tBodyAccJerk-mean()-Z" -0.00336779235021277
"314" 1 "Sitting" "tBodyAccJerk-std()-X" -0.986430711276596
"315" 1 "Sitting" "tBodyAccJerk-std()-Y" -0.981371965319149
"316" 1 "Sitting" "tBodyAccJerk-std()-Z" -0.987910804468085
"317" 1 "Sitting" "tBodyAccJerkMag-mean()" -0.987364195531915
"318" 1 "Sitting" "tBodyAccJerkMag-std()" -0.984120024042553
"319" 1 "Sitting" "tBodyAccMag-mean()" -0.948536786170213
"320" 1 "Sitting" "tBodyAccMag-std()" -0.927078418723404
"321" 1 "Sitting" "tBodyGyro-mean()-X" -0.045350056512766
"322" 1 "Sitting" "tBodyGyro-mean()-Y" -0.0919241549361702
"323" 1 "Sitting" "tBodyGyro-mean()-Z" 0.0629313811914894
"324" 1 "Sitting" "tBodyGyro-std()-X" -0.977211283191489
"325" 1 "Sitting" "tBodyGyro-std()-Y" -0.966473895319149
"326" 1 "Sitting" "tBodyGyro-std()-Z" -0.941425920851064
"327" 1 "Sitting" "tBodyGyroJerk-mean()-X" -0.0936793807234043
"328" 1 "Sitting" "tBodyGyroJerk-mean()-Y" -0.0402118124255319
"329" 1 "Sitting" "tBodyGyroJerk-mean()-Z" -0.046702627
"330" 1 "Sitting" "tBodyGyroJerk-std()-X" -0.99173159212766
"331" 1 "Sitting" "tBodyGyroJerk-std()-Y" -0.989518068510638
"332" 1 "Sitting" "tBodyGyroJerk-std()-Z" -0.987935806382979
"333" 1 "Sitting" "tBodyGyroJerkMag-mean()" -0.991976341276596
"334" 1 "Sitting" "tBodyGyroJerkMag-std()" -0.988308728510638
"335" 1 "Sitting" "tBodyGyroMag-mean()" -0.93089249
"336" 1 "Sitting" "tBodyGyroMag-std()" -0.934531840425532
"337" 1 "Sitting" "tGravityAcc-mean()-X" 0.831509933404255
"338" 1 "Sitting" "tGravityAcc-mean()-Y" 0.204411592680851
"339" 1 "Sitting" "tGravityAcc-mean()-Z" 0.332043702765957
"340" 1 "Sitting" "tGravityAcc-std()-X" -0.968457145744681
"341" 1 "Sitting" "tGravityAcc-std()-Y" -0.935517055957447
"342" 1 "Sitting" "tGravityAcc-std()-Z" -0.949040933191489
"343" 1 "Sitting" "tGravityAccMag-mean()" -0.948536786170213
"344" 1 "Sitting" "tGravityAccMag-std()" -0.927078418723404
"345" 1 "Standing" "angle(tBodyAccJerkMean),gravityMean)" 0.021963782690566
